x,y,ent,lang,ent_tr,type
-7.6356454,47.577793,Rick_Rubin,en,"Рубин,_Рик",MusicalArtist
-5.392443,5.479368,Австралия,ln,Australia,Country
-8.352883,0.45397002,Ottoman_Empire,en,Османская_империя,Country
-5.3722353,6.2665763,Лондон,ln,London,Settlement
-8.010313,11.957281,Industrial_metal,en,Индастриал-метал,MusicGenre
-13.611220999999999,55.178898,Макс_Мартин,ln,Max_Martin,MusicalArtist
-3.7702297999999996,0.5116138,Paris,en,Париж,Settlement
-5.928624,0.45883128,Бельгия,ln,Belgium,Country
-0.35353544,56.53006,The_Beatles,en,The_Beatles,Band
-13.585551,-3.4730105000000004,Уругвай,ln,Uruguay,Country
13.585177999999999,9.791534,Universal_Studios,en,Universal_Studios,Company
-3.9259492999999996,51.927795,Queen,ln,Queen_(band),Band
-9.018786,51.06907,George_Harrison,en,"Харрисон,_Джордж",MusicalArtist
-5.190546,-1.9864185,Чехословакия,ln,Czechoslovakia,Country
-14.553162,60.132263,Eminem,en,Эминем,MusicalArtist
13.858607000000001,9.448505,Metro-Goldwyn-Mayer,ln,Metro-Goldwyn-Mayer,Company
-6.002261,-5.063601,Uzbekistan,en,Узбекистан,Country
-2.6460986,-36.693855,Испанский_язык,ln,Spanish_language,Language
-13.027743,57.589405000000006,Mariah_Carey,en,"Кэри,_Мэрайя",MusicalArtist
-4.9507246,-1.8078645,Венгрия,ln,Hungary,Country
-3.2458477,-0.98873425,Austria,en,Австрия,Country
-9.196903,-5.320732,Ломбардия,ln,Lombardy,AdministrativeRegion
-8.124947,12.0866785,Black_metal,en,Блэк-метал,MusicGenre
11.52554,11.770887,Warner_Music_Group,ln,Warner_Music_Group,Company
14.356446,10.315623,Walt_Disney_Studios_Motion_Pictures,en,Walt_Disney_Studios_Motion_Pictures,Company
-2.5549116,-36.684982,Русский_язык,ln,Russian_language,Language
13.51568,9.830907,United_Artists,en,United_Artists,Company
-14.150984,-3.7937875,Португалия,ln,Portugal,Country
-14.764788000000001,-2.6119752,Argentina,en,Аргентина,Country
-0.35420102,56.533752,The_Beatles,ln,The_Beatles,Band
-3.7253966,-1.9902215,Czechoslovakia,en,Чехословакия,Country
-13.578515,-3.2433843999999996,Колумбия,ln,Colombia,Country
-14.547764,-2.5042908,Colombia,en,Колумбия,Country
-5.646384200000001,-2.6334097,Болгария,ln,Bulgaria,Country
-2.2829437,52.42535,Linkin_Park,en,Linkin_Park,Band
11.491726,11.765455000000001,Universal_Music_Group,ln,Universal_Music_Group,Company
-3.882884,-1.6425872,Hungary,en,Венгрия,Country
-9.2078085,50.95482,"Мартин,_Джордж_Генри",ln,George_Martin,MusicalArtist
-4.138762,-4.1141205,Ukraine,en,Украина,Country
-4.350219,1.850485,Швеция,ln,Sweden,Country
-5.451404,53.089817000000004,David_Bowie,en,"Боуи,_Дэвид",MusicalArtist
-2.6354158,-36.703682,Японский_язык,ln,Japanese_language,Language
-4.2214465,-4.202479,Russian_Empire,en,Российская_империя,Country
-9.353895,50.56924,"Харрисон,_Джордж",ln,George_Harrison,MusicalArtist
-3.4905167,1.8230083,Stockholm,en,Стокгольм,Settlement
-5.2774377,6.393444000000001,Канада,ln,Canada,Country
-10.277355,-52.445366,World_War_II,en,Вторая_мировая_война,MilitaryConflict
-5.859092700000001,1.2986343,Эстония,ln,Estonia,Country
11.478432000000002,11.768809,Universal_Music_Group,en,Universal_Music_Group,Company
-5.341337,-1.8467924999999998,Румыния,ln,Romania,Country
-3.4942862999999997,1.7328205,Norway,en,Норвегия,Country
-9.678744,-5.261801,Каталония,ln,Catalonia,PopulatedPlace
-2.1422470000000002,52.268295,Metallica,en,Metallica,Band
-4.8838040000000005,-2.424203,Польша,ln,Poland,Country
-5.5982165,6.734458,Australia,en,Австралия,Country
-8.846506,-5.118979,Аквитания_(регион),ln,Aquitaine,AdministrativeRegion
-14.640592000000002,-2.605805,Chile,en,Чили,Country
44.539134999999995,-12.009696,Оскар_(кинопремия),ln,Academy_Awards,Award
-5.0622854,48.736515000000004,Depeche_Mode,en,Depeche_Mode,Band
-7.9531279999999995,11.860364,Гранж,ln,Grunge,MusicGenre
-5.116128,-3.1167274,Bulgaria,en,Болгария,Country
-14.729185000000001,59.756896999999995,Dr._Dre,ln,Dr._Dre,MusicalArtist
-1.4492118,1.9325856,Lombardy,en,Ломбардия,AdministrativeRegion
-4.3465724,1.7408023000000001,Норвегия,ln,Norway,Country
-3.7197074999999997,0.3575353,Belgium,en,Бельгия,Country
13.932364999999999,9.907285,New_Line_Cinema,ln,New_Line_Cinema,Company
-13.583216,55.25878,Max_Martin,en,Макс_Мартин,MusicalArtist
-13.463728,55.28762,Dr._Luke,ln,Dr._Luke,MusicalArtist
-3.1929326000000002,-1.1057152,Vienna,en,Вена,City
11.461741,11.738344,Sony_Music_Entertainment,ln,Sony_Music_Entertainment,Company
-3.6520832000000003,-1.9611737,Prague,en,Прага,City
-7.437933999999999,-0.62894505,Греция,ln,Greece,Country
-7.7440809999999995,-1.1773508,Greece,en,Греция,Country
-5.163521299999999,0.6247694,Нидерланды,ln,Netherlands,Country
-6.21672,60.142936999999996,ABBA,en,ABBA,Band
-13.596510999999998,-3.1016512,Мексика,ln,Mexico,Country
11.449974000000001,11.763099,Sony_Music_Entertainment,en,Sony_Music_Entertainment,Company
-8.919066,-5.022637400000001,Корсика,ln,Corsica,AdministrativeRegion
-14.789454999999998,-2.5830266,Uruguay,en,Уругвай,Country
-14.593585000000001,59.843906000000004,Эминем,ln,Eminem,MusicalArtist
-8.869833999999999,50.947758,George_Martin,en,"Мартин,_Джордж_Генри",MusicalArtist
-9.593113,-5.2934985,Арагон,ln,Aragon,PopulatedPlace
-6.2781005,60.19528199999999,Björn_Ulvaeus,en,"Ульвеус,_Бьорн",MusicalArtist
-5.0855765,48.723377,Depeche_Mode,ln,Depeche_Mode,Band
-6.2861223,60.19967,Benny_Andersson,en,"Андерссон,_Бенни",MusicalArtist
-5.983012,-4.939767,Казахстан,ln,Kazakhstan,Country
-1.5484388,1.9340317,Rome,en,Рим,Settlement
-45.863440000000004,47.97351,"Родригес,_Роберт",ln,Robert_Rodriguez,Artist
-4.1939354,-4.1964087,Moscow,en,Москва,AdministrativeRegion
-2.2708093999999996,52.420322,Linkin_Park,ln,Linkin_Park,Band
-10.148603,51.600727,Elvis_Presley,en,"Пресли,_Элвис",MusicalArtist
11.484211,11.763624,Sony_BMG,ln,Sony_BMG,Company
-14.663127,59.78804,Dr._Dre,en,Dr._Dre,MusicalArtist
-10.149084,-5.0464683,Валенсия_(автономное_сообщество),ln,Valencian_Community,PopulatedPlace
-5.6045485,46.811122999999995,Marilyn_Manson_(band),en,Marilyn_Manson,Band
13.6060505,9.791375,Universal_Studios,ln,Universal_Studios,Company
-5.9386589999999995,-5.055894400000001,Kazakhstan,en,Казахстан,Country
-5.2918715,-1.433159,Австрия,ln,Austria,Country
-3.06462,0.4950464,Berlin,en,Берлин,Band
-7.940550999999999,11.745557000000002,Металкор,ln,Metalcore,MusicGenre
-6.674477,-2.8065937,Serbia,en,Сербия,Country
-8.950382000000001,-5.058614700000001,Лотарингия,ln,Lorraine,PopulatedPlace
-4.2382245,-1.8648088,Romania,en,Румыния,Country
-6.2782893,60.18561,"Андерссон,_Бенни",ln,Benny_Andersson,MusicalArtist
-14.849006,-2.561902,Montevideo,en,Монтевидео,City
-46.33364,47.077315999999996,"Спилберг,_Стивен",ln,Steven_Spielberg,Artist
-9.580656,49.058167,Pet_Shop_Boys,en,Pet_Shop_Boys,Band
-13.648209,-3.407221,Парагвай,ln,Paraguay,Country
-14.02519,53.838547,Madonna_(entertainer),en,Мадонна_(певица),MusicalArtist
3.6417227,70.77174000000001,Мёрт_и_Мозель,ln,Meurthe-et-Moselle,PopulatedPlace
-9.875592999999999,27.052761,AKB48,en,AKB48,Band
13.733885999999998,9.689551,Miramax_Films,ln,Miramax,Company
-10.653666000000001,-4.6581415999999995,Catalonia,en,Каталония,PopulatedPlace
-5.4291277000000004,5.469826,Ирландия,ln,Republic_of_Ireland,Country
-14.603414,59.64386700000001,Snoop_Dogg,en,Snoop_Dogg,MusicalArtist
4.203026,70.482864,Атлантические_Пиренеи,ln,Pyrénées-Atlantiques,PopulatedPlace
-8.349142,0.45230147,Istanbul,en,Стамбул,City
-5.1243706,-5.461139,Азербайджан,ln,Azerbaijan,Country
-4.841982,54.564434,U2,en,U2,Band
-5.174174,-1.9573288,Чехия,ln,Czech_Republic,Country
-12.698936999999999,57.236445999999994,Britney_Spears,en,"Спирс,_Бритни",MusicalArtist
-10.593744000000001,3.8986657,Бангладеш,ln,Bangladesh,Country
-0.87110186,47.00765,Rammstein,en,Rammstein,Band
13.334291,9.826752,United_Artists,ln,United_Artists,Company
-4.036293,0.67990476,Netherlands,en,Нидерланды,Country
-6.213017,60.13839,ABBA,ln,ABBA,Band
-13.517793,55.258632999999996,Dr._Luke,en,Dr._Luke,MusicalArtist
-4.289338,-37.050903000000005,Хинди,ln,Hindi,Language
-2.8421682999999995,49.000027,Nine_Inch_Nails,en,Nine_Inch_Nails,Band
-6.2783755999999995,60.186890000000005,"Ульвеус,_Бьорн",ln,Björn_Ulvaeus,MusicalArtist
13.937007000000001,9.926787,New_Line_Cinema,en,New_Line_Cinema,Company
-4.992573999999999,5.4502654,Лос-Анджелес,ln,Los_Angeles,City
-3.4750364,1.6962150000000003,Denmark,en,Дания,Album
4.139823000000001,70.41603,Верхняя_Гаронна,ln,Haute-Garonne,PopulatedPlace
11.519853,11.774987,Warner_Music_Group,en,Warner_Music_Group,Company
-10.3787985,51.141003000000005,"Пресли,_Элвис",ln,Elvis_Presley,MusicalArtist
-5.407979,6.5708985,Canada,en,Канада,Country
-13.580573000000001,-3.2078125,Перу,ln,Peru,Country
-3.8209589999999998,-1.6273568999999999,Budapest,en,Будапешт,City
-4.520363,1.6601535,Дания,ln,Denmark,Country
-5.1835059999999995,-5.520942,Azerbaijan,en,Азербайджан,Country
-4.869511,54.575630000000004,U2,ln,U2,Band
-9.090017999999999,51.200573,Ringo_Starr,en,Ринго_Старр,MusicalArtist
13.641078,9.727592999999999,Touchstone_Pictures,ln,Touchstone_Pictures,Company
-4.560941000000001,52.166798,Iron_Maiden,en,Iron_Maiden,Band
-6.671247,51.795155,Принс,ln,Prince_(musician),MusicalArtist
-6.852573,3.073625,China,en,Китайская_Народная_Республика,Country
-10.620125999999999,-0.14092618,Гана,ln,Ghana,Country
-7.157742999999999,4.445357,South_Korea,en,Республика_Корея,Country
4.214828,70.41412,Эна_(департамент),ln,Aisne,PopulatedPlace
-41.94858,52.59219,Robert_Rodriguez,en,"Родригес,_Роберт",Artist
-8.752187,0.44299242,Турция,ln,Turkey,Country
-12.889054,57.32575,Michael_Jackson,en,"Джексон,_Майкл",MusicalArtist
-9.642095,50.444373999999996,Ринго_Старр,ln,Ringo_Starr,MusicalArtist
-10.637421,3.9953747,Bangladesh,en,Бангладеш,Country
-8.053436,1.1624721000000002,Израиль,ln,Israel,Country
-13.743578,58.163334,Kanye_West,en,"Уэст,_Канье",MusicalArtist
3.991647,70.47839,Верхний_Рейн,ln,Haut-Rhin,PopulatedPlace
-4.7175293,48.155190000000005,Green_Day,en,Green_Day,Band
-9.223052000000001,-6.0542355,Харьюмаа,ln,Harju_County,PopulatedPlace
0.10736378,52.546776,Black_Sabbath,en,Black_Sabbath,Band
-4.67511,0.39772029999999997,Париж,ln,Paris,Settlement
-2.8517513,-36.731594,German_language,en,Немецкий_язык,Language
-15.080685,54.419502,"Кэри,_Мэрайя",ln,Mariah_Carey,MusicalArtist
-7.951017,11.909664,Grunge,en,Гранж,MusicGenre
-46.497334,46.141464,"Аллен,_Вуди",ln,Woody_Allen,Artist
-3.2727418,-2.850586,Warsaw,en,Варшава,Album
-5.1150269999999995,49.80715,Red_Hot_Chili_Peppers,ln,Red_Hot_Chili_Peppers,Band
-1.7173574,47.52421,Megadeth,en,Megadeth,Band
-9.574485000000001,49.08443,Pet_Shop_Boys,ln,Pet_Shop_Boys,Band
-28.60075,53.84338,James_Newton_Howard,en,"Ховард,_Джеймс_Ньютон",MusicalArtist
13.499039999999999,9.774429,Dimension_Films,ln,Dimension_Films,Company
-2.9745426,-36.746390000000005,Spanish_language,en,Испанский_язык,Language
-26.837212,53.47984,"Ховард,_Джеймс_Ньютон",ln,James_Newton_Howard,MusicalArtist
-6.5062914,51.85517,Prince_(musician),en,Принс,MusicalArtist
-4.276423,-4.4540324,Россия,ln,Russia,Country
-10.245301,55.85584300000001,Mylène_Farmer,en,"Фармер,_Милен",MusicalArtist
-8.653049000000001,-57.87531,Вторая_мировая_война,ln,World_War_II,MilitaryConflict
-2.8461301,-36.725437,Russian_language,en,Русский_язык,Language
-16.139252,56.857037,Will.i.am,ln,Will.i.am,MusicalArtist
-5.074318,49.824825,Red_Hot_Chili_Peppers,en,Red_Hot_Chili_Peppers,Band
3.9123572999999996,70.380104,Кальвадос_(департамент),ln,Calvados_(department),PopulatedPlace
-14.83451,-2.5832946,Paraguay,en,Парагвай,Country
-9.216775,-5.4299917,Воеводина,ln,Vojvodina,PopulatedPlace
-5.438128,7.229010000000001,Chicago,en,Чикаго,City
-8.638742,-57.777995999999995,Великая_Отечественная_война,ln,Eastern_Front_(World_War_II),MilitaryConflict
-8.377315,-4.4674783,Aquitaine,en,Аквитания_(регион),AdministrativeRegion
10.20737,10.560878,King_Records,ln,King_Records_(Japan),RecordLabel
-8.330436,0.44072536,Turkey,en,Турция,Country
0.12057592,52.536519999999996,Black_Sabbath,ln,Black_Sabbath,Band
-14.373138,-2.584018,Peru,en,Перу,Country
-22.637934,54.171623,"Фицджеральд,_Элла",ln,Ella_Fitzgerald,MusicalArtist
-8.861697,51.493046,Paul_McCartney,en,"Маккартни,_Пол",MusicalArtist
-14.154098999999999,53.657833,Мадонна_(певица),ln,Madonna_(entertainer),MusicalArtist
-11.546294,53.19435,David_Guetta,en,"Гетта,_Дэвид",MusicalArtist
-23.62544,59.977036,New_Order,ln,New_Order_(band),Band
-4.2972775,51.70385,Pink_Floyd,en,Pink_Floyd,Band
-4.547932599999999,52.13783,Iron_Maiden,ln,Iron_Maiden,Band
13.700129500000001,9.731935499999999,TriStar_Pictures,en,TriStar_Pictures,Company
-4.7010174000000005,48.146285999999996,Green_Day,ln,Green_Day,Band
-23.583084,59.98911999999999,New_Order_(band),en,New_Order,Band
13.980723000000001,8.347008,Gaumont,ln,Gaumont_Film_Company,Company
-6.055145700000001,46.68525,Marilyn_Manson,en,Marilyn_Manson_(band),Band
-7.890298,11.687009,Рокабилли,ln,Rockabilly,MusicGenre
-3.0940359,53.626940000000005,Korn,en,Korn,Band
-13.445235999999998,-3.3847300000000002,Венесуэла,ln,Venezuela,Country
-16.648464,54.960354,Jimmy_Jam_and_Terry_Lewis,en,Джимми_Джем_и_Терри_Льюис,MusicalArtist
-10.217457000000001,-5.277430000000001,Антьокия,ln,Antioquia_Department,PopulatedPlace
-4.1657147000000005,51.718414,Deep_Purple,en,Deep_Purple,Band
-13.719354000000001,55.235496999999995,"Спирс,_Бритни",ln,Britney_Spears,MusicalArtist
-10.577653999999999,-4.6781690000000005,Aragon,en,Арагон,PopulatedPlace
-7.493409,50.21613,"Рубин,_Рик",ln,Rick_Rubin,MusicalArtist
-4.2625117,-4.190970399999999,Saint_Petersburg,en,Санкт-Петербург,AdministrativeRegion
-4.092166000000001,6.9967613,Новая_Зеландия,ln,New_Zealand,Country
-7.9870806,11.925433,Metalcore,en,Металкор,MusicGenre
-46.827602,46.61947,"Иствуд,_Клинт",ln,Clint_Eastwood,Artist
-10.106303,27.041404999999997,Yasushi_Akimoto,en,"Акимото,_Ясуси",MusicalArtist
-39.975646999999995,43.389267,"Де_Ниро,_Роберт",ln,Robert_De_Niro,Artist
-10.574637,-4.710865,Valencian_Community,en,Валенсия_(автономное_сообщество),PopulatedPlace
-9.625086,-5.3347983,Эстремадура,ln,Extremadura,PopulatedPlace
-15.555069,56.355858,Timbaland,en,Тимбалэнд,MusicalArtist
-13.608603,-3.1844497000000005,Эквадор,ln,Ecuador,Country
-3.1486151,51.317684,Muse_(band),en,Muse,Band
-4.192955,-4.385039,Украина,ln,Ukraine,Country
-14.067393,-2.5900517000000005,Mexico,en,Мексика,Country
-6.2563014,-0.08118966,Рим,ln,Rome,Settlement
1.7666018,71.42791,Meurthe-et-Moselle,en,Мёрт_и_Мозель,PopulatedPlace
-5.262496499999999,-1.9725369,Прага,ln,Prague,City
-5.293626000000001,6.996637,Brooklyn,en,Бруклин,City
-8.662278,1.0182784,Египет,ln,Egypt,Country
-5.1422276,-5.57325,Baku,en,Баку,Settlement
-8.156104,-54.539005,Гражданская_война_в_России,ln,Russian_Civil_War,MilitaryConflict
-14.972215,57.344756999999994,The_Weeknd,en,The_Weeknd,MusicalArtist
-14.734926999999999,59.611042000000005,Snoop_Dogg,ln,Snoop_Dogg,MusicalArtist
-29.640493,54.324364,Hans_Zimmer,en,"Циммер,_Ханс",MusicalArtist
-2.2120889999999997,52.255157000000004,Metallica,ln,Metallica,Band
-3.9625564,1.5004975,Finland,en,Финляндия,Country
13.737417,9.632171000000001,DreamWorks,ln,DreamWorks,Company
-3.6909160000000005,-1.9852942999999998,Czech_Republic,en,Чехия,Country
-4.1975446,51.684067,Deep_Purple,ln,Deep_Purple,Band
-41.118815999999995,51.864017,Woody_Allen,en,"Аллен,_Вуди",Artist
-15.383327,56.24100000000001,Danja,ln,Danja_(record_producer),MusicalArtist
-16.175222,56.842464,Will.i.am,en,Will.i.am,MusicalArtist
-15.094438,59.6202,50_Cent,ln,50_Cent,MusicalArtist
-37.926464,-61.4008,Sporting_Clube_de_Portugal,en,"Спортинг_(футбольный_клуб,_Лиссабон)",SoccerClub
-5.32519,0.80472314,Швейцария,ln,Switzerland,Country
-15.284807999999998,-3.7696395,Portugal,en,Португалия,Country
-27.857471000000004,53.229298,"Циммер,_Ханс",ln,Hans_Zimmer,MusicalArtist
-14.164025,-2.4362926,Madrid,en,Мадрид,Settlement
-4.3899517,1.9152637,Стокгольм,ln,Stockholm,Settlement
-9.495466,2.0700498,Iran,en,Иран,Country
-6.4669967,47.045654,"Резнор,_Трент",ln,Trent_Reznor,MusicalArtist
-14.908617000000001,59.664803000000006,50_Cent,en,50_Cent,MusicalArtist
-28.675493,52.451119999999996,"Морриконе,_Эннио",ln,Ennio_Morricone,MusicalArtist
-15.323630999999999,-3.8582044,Lisbon,en,Лиссабон,PopulatedPlace
4.12164,70.45998,Верхняя_Корсика,ln,Haute-Corse,PopulatedPlace
-7.920574,1.6117572,Israel,en,Израиль,Country
-9.802176,-5.3115945,Андалусия,ln,Andalusia,PopulatedPlace
-3.3930101,1.7389019000000001,Copenhagen,en,Копенгаген,Settlement
-42.843697,48.017723,"Хьюстон,_Джон",ln,John_Huston,Artist
-3.7158682,0.92051226,Switzerland,en,Швейцария,Country
4.0038285,70.3841,Изер_(департамент),ln,Isère,PopulatedPlace
1.7250598999999998,71.44461,Pyrénées-Atlantiques,en,Атлантические_Пиренеи,PopulatedPlace
-4.3353767,51.650063,Pink_Floyd,ln,Pink_Floyd,Band
-11.923798,56.650265000000005,Lady_Gaga,en,Леди_Гага,MusicalArtist
-3.2447925,51.391037,Muse,ln,Muse_(band),Band
-4.211901,-4.1538186,Belarus,en,Белоруссия,Country
-9.1116,58.664818000000004,Coldplay,ln,Coldplay,Band
-14.820595999999998,-2.1226149,Venezuela,en,Венесуэла,Country
-42.414112,41.295646999999995,"Франко,_Джеймс",ln,James_Franco,Artist
-6.169003,46.76763,Trent_Reznor,en,"Резнор,_Трент",MusicalArtist
-2.546991,-36.678996999999995,Польский_язык,ln,Polish_language,Language
-1.8902484,47.336018,Slayer,en,Slayer,Band
-13.452241,-3.2084506,Гондурас,ln,Honduras,Country
-5.9933653,46.850597,Rob_Zombie,en,Роб_Зомби,MusicalArtist
-13.665579000000001,55.139030000000005,Бенни_Бланко,ln,Benny_Blanco,MusicalArtist
-2.133759,50.032013,Nirvana_(band),en,Nirvana,Band
-9.919761,0.080900736,Алжир,ln,Algeria,Country
1.7172393,71.42215,Haute-Garonne,en,Верхняя_Гаронна,PopulatedPlace
13.687806,9.727582,TriStar_Pictures,ln,TriStar_Pictures,Company
-9.111225,58.669476,Coldplay,en,Coldplay,Band
-9.905452,27.057312,AKB48,ln,AKB48,Band
-12.580397,57.595524,Rihanna,en,Рианна,MusicalArtist
-45.985153000000004,46.829945,"Тарантино,_Квентин",ln,Quentin_Tarantino,Artist
10.216963,10.584927,King_Records_(Japan),en,King_Records,RecordLabel
-8.366294,51.02555,Стинг,ln,Sting_(musician),MusicalArtist
1.7755945,71.432396,Haut-Rhin,en,Верхний_Рейн,PopulatedPlace
-0.7792364,-17.226361999999998,Роскошные_моли,ln,Cosmopterigidae,Insect
-6.458362,-2.7307076,Croatia,en,Хорватия,Country
-5.215699,-3.9309212999999996,Литва,ln,Lithuania,Country
-7.728012599999999,-1.1981429,Athens,en,Афины,AdministrativeRegion
3.9977400000000003,70.364334,Крёз_(департамент),ln,Creuse,PopulatedPlace
-5.6449943,6.9134984,Sydney,en,Сидней,City
-9.401927,1.6636629,Иран,ln,Iran,Country
-40.38227,-60.311930000000004,Real_Madrid_C.F.,en,Реал_Мадрид_(футбольный_клуб),SoccerClub
-47.90279,26.401642,"Делон,_Ален",ln,Alain_Delon,Artist
-4.153032,-4.005154,Lithuania,en,Литва,Country
4.28824,70.4476,Верхние_Пиренеи,ln,Hautes-Pyrénées,PopulatedPlace
-9.528711,44.897873,Lenny_Kravitz,en,"Кравиц,_Ленни",MusicalArtist
11.475496000000001,11.755353999999999,RCA,ln,RCA,Company
-13.045421000000001,57.216305000000006,Janet_Jackson,en,"Джексон,_Джанет",MusicalArtist
-2.882288,48.93586,Nine_Inch_Nails,ln,Nine_Inch_Nails,Band
-1.5305758,50.197884,Garbage_(band),en,Garbage,Band
13.647583,9.446655999999999,Lionsgate,ln,Lionsgate,Company
-10.145931,1.8161994,Egypt,en,Египет,Country
-3.1212256000000003,53.62890600000001,Korn,ln,Korn,Band
-9.636687,48.64094,Brian_Eno,en,"Ино,_Брайан",MusicalArtist
-19.168283,69.803925,Hyposmocoma,ln,Hyposmocoma,Species
-12.887621000000001,57.15729,Beyoncé,en,Бейонсе,MusicalArtist
-46.503536,43.861655999999996,"Чаплин,_Чарльз",ln,Charlie_Chaplin,Artist
1.7062322,71.436676,Aisne,en,Эна_(департамент),PopulatedPlace
-14.602321,53.930088,"Уэст,_Канье",ln,Kanye_West,MusicalArtist
-7.1357764999999995,4.4232087,Seoul,en,Сеул,City
-7.015736,4.181010700000001,Сеул,ln,Seoul,City
-4.1347822999999995,-4.1708794000000005,Latvia,en,Латвия,Country
-10.111078,-0.07444237,Марокко,ln,Morocco,Country
-12.855976,56.519337,Katy_Perry,en,Кэти_Перри,MusicalArtist
-38.579777,49.08572,"Круз,_Том",ln,Tom_Cruise,Artist
1.4593533,-7.774432000000001,Harju_County,en,Харьюмаа,PopulatedPlace
-5.8959165,48.389393,"Гор,_Мартин",ln,Martin_Gore,MusicalArtist
-1.2604367,52.6853,Guns_N'_Roses,en,Guns_N’_Roses,Band
-8.490733,3.2632475,Вьетнам,ln,Vietnam,Country
-9.651137,52.890930000000004,Cher,en,Шер,MusicalArtist
-8.913354,-5.078717,Бретань,ln,Brittany_(administrative_region),AdministrativeRegion
-1.1715733999999998,51.626366,Slipknot_(band),en,Slipknot,Band
-0.8634564,46.983727,Rammstein,ln,Rammstein,Band
-7.882391,11.810879,Rockabilly,en,Рокабилли,MusicGenre
11.533291,11.776749,Mushroom_Records,ln,Mushroom_Records,Company
-8.953777,51.395405,John_Lennon,en,"Леннон,_Джон",MusicalArtist
-8.586941,49.34415,Фредди_Меркьюри,ln,Freddie_Mercury,MusicalArtist
-7.305303599999999,47.856068,In_This_Moment,en,In_This_Moment,Band
-14.137305,-5.457765,Сан-Паулу_(штат),ln,São_Paulo_(state),PopulatedPlace
