x,y,ent,lang,ent_tr,type
-2.3519356,59.60969,"Кэри,_Мэрайя",ln,Mariah_Carey,MusicalArtist
-48.40476,-27.807898,Grunge,en,Гранж,MusicGenre
-31.95992,51.07229,"Аллен,_Вуди",ln,Woody_Allen,Artist
-2.8659282,-61.199223,Warsaw,en,Варшава,Album
5.812056,53.173412,Red_Hot_Chili_Peppers,ln,Red_Hot_Chili_Peppers,Band
7.9197617,54.34942,Megadeth,en,Megadeth,Band
3.3916974,50.696236,Pet_Shop_Boys,ln,Pet_Shop_Boys,Band
-14.724852,53.38564,James_Newton_Howard,en,"Ховард,_Джеймс_Ньютон",MusicalArtist
10.097597,-6.3355684,Dimension_Films,ln,Dimension_Films,Company
22.913748,-55.133476,Spanish_language,en,Испанский_язык,Language
-14.078275,52.00976,"Ховард,_Джеймс_Ньютон",ln,James_Newton_Howard,MusicalArtist
2.0687678,52.50057,Prince_(musician),en,Принс,Person
-2.140287,-60.30162,Россия,ln,Russia,Country
-1.0459187,54.989105,Mylène_Farmer,en,"Фармер,_Милен",MusicalArtist
7.178263,-17.932005,Вторая_мировая_война,ln,World_War_II,MilitaryConflict
22.92659,-55.141823,Russian_language,en,Русский_язык,Language
-6.0002866,59.71694,Will.i.am,ln,Will.i.am,MusicalArtist
5.8577266,53.182697,Red_Hot_Chili_Peppers,en,Red_Hot_Chili_Peppers,Band
0.03533296,73.92694,Кальвадос_(департамент),ln,Calvados_(department),AdministrativeRegion
-16.688019,-66.056786,Paraguay,en,Парагвай,Country
-12.640272,-62.293816,Воеводина,ln,Vojvodina,AdministrativeRegion
-0.5453157,-70.80498,Chicago,en,Чикаго,City
7.2670636,-17.913822,Великая_Отечественная_война,ln,Eastern_Front_(World_War_II),MilitaryConflict
-12.741401,-61.895794,Aquitaine,en,Аквитания_(регион),AdministrativeRegion
7.61015,-2.6164513,King_Records,ln,King_Records_(Japan),Company
-7.7404327,-65.042656,Turkey,en,Турция,Country
6.16413,53.800846,Black_Sabbath,ln,Black_Sabbath,Band
-16.89478,-65.55853,Peru,en,Перу,Country
-9.7533,55.233864,"Фицджеральд,_Элла",ln,Ella_Fitzgerald,MusicalArtist
0.8949763,52.770397,Paul_McCartney,en,"Маккартни,_Пол",Person
-1.6444906,58.649506,Мадонна_(певица),ln,Madonna_(entertainer),MusicalArtist
-3.2552884,56.118553,David_Guetta,en,"Гетта,_Дэвид",MusicalArtist
-8.269223,49.27263,New_Order,ln,New_Order_(band),Band
5.613137,52.26056,Pink_Floyd,en,Pink_Floyd,Band
4.529095,53.25724,Iron_Maiden,ln,Iron_Maiden,Band
10.284913,-6.365288,TriStar_Pictures,en,TriStar_Pictures,Company
4.3758545,50.245064,Green_Day,ln,Green_Day,Band
-8.2530155,49.320873,New_Order_(band),en,New_Order,Band
9.63576,-4.825366,Gaumont,ln,Gaumont_Film_Company,Company
2.2797923,47.84941,Marilyn_Manson,en,Marilyn_Manson_(band),Band
-48.096043,-27.837095,Рокабилли,ln,Rockabilly,Book
7.696151,55.984035,Korn,en,Korn,Band
-15.507742,-66.082504,Венесуэла,ln,Venezuela,Country
-6.0292892,58.11661,Jimmy_Jam_and_Terry_Lewis,en,Джимми_Джем_и_Терри_Льюис,MusicalArtist
-14.237744,-63.99244,Антьокия,ln,Antioquia_Department,AdministrativeRegion
5.2660327,52.0913,Deep_Purple,en,Deep_Purple,Band
-3.6206818,59.20025,"Спирс,_Бритни",ln,Britney_Spears,MusicalArtist
-14.083212,-62.887215,Aragon,en,Арагон,Settlement
3.1332343,50.623116,"Рубин,_Рик",ln,Rick_Rubin,MusicalArtist
-2.172088,-60.355633,Saint_Petersburg,en,Санкт-Петербург,AdministrativeRegion
-2.48138,-70.5891,Новая_Зеландия,ln,New_Zealand,Country
-48.393173,-27.80935,Metalcore,en,Металкор,MusicGenre
-30.222717,48.316063,"Иствуд,_Клинт",ln,Clint_Eastwood,Artist
-6.455445,22.057423,Yasushi_Akimoto,en,"Акимото,_Ясуси",MusicalArtist
-27.624346,48.392647,"Де_Ниро,_Роберт",ln,Robert_De_Niro,Artist
-14.1223135,-62.90734,Valencian_Community,en,Валенсия_(автономное_сообщество),Settlement
-13.568035,-62.370888,Эстремадура,ln,Extremadura,AdministrativeRegion
-5.809521,59.362976,Timbaland,en,Тимбалэнд,MusicalArtist
-15.794393,-66.26409,Эквадор,ln,Ecuador,Country
6.9653606,53.02454,Muse_(band),en,Muse,Band
-2.0871012,-60.25718,Украина,ln,Ukraine,Country
-15.461062,-66.34283,Mexico,en,Мексика,Country
-9.15476,-61.175938,Рим,ln,Rome,PopulatedPlace
1.2533743,74.24098,Meurthe-et-Moselle,en,Мёрт_и_Мозель,Settlement
-4.617915,-62.769176,Прага,ln,Prague,PopulatedPlace
-1.0778877,-71.2982,Brooklyn,en,Бруклин,City
-6.8235455,-65.85972,Египет,ln,Egypt,Country
-0.68955195,-59.997448,Baku,en,Баку,Settlement
9.758187,-15.508533,Гражданская_война_в_России,ln,Russian_Civil_War,MilitaryConflict
-6.2263074,63.59824,The_Weeknd,en,The_Weeknd,MusicalArtist
-3.6604633,62.378696,Snoop_Dogg,ln,Snoop_Dogg,MusicalArtist
-14.711525,52.965004,Hans_Zimmer,en,"Циммер,_Ханс",MusicalArtist
7.85375,54.272976,Metallica,ln,Metallica,Band
-2.69716,-62.904102,Finland,en,Финляндия,Country
10.350335,-5.775635,DreamWorks,ln,DreamWorks,Company
-4.3062716,-62.410294,Czech_Republic,en,Чехия,Country
5.24715,52.085854,Deep_Purple,ln,Deep_Purple,Band
-27.678568,57.667664,Woody_Allen,en,"Аллен,_Вуди",Person
-5.110828,59.470734,Danja,ln,Danja_(record_producer),MusicalArtist
-5.985071,59.69664,Will.i.am,en,Will.i.am,MusicalArtist
-4.147155,62.41588,50_Cent,ln,50_Cent,MusicalArtist
-3.6373205,10.120615,Sporting_Clube_de_Portugal,en,"Спортинг_(футбольный_клуб,_Лиссабон)",SoccerClub
-5.9860997,-63.57513,Швейцария,ln,Switzerland,Country
-18.095022,-65.38715,Portugal,en,Португалия,Country
-14.000251,51.8793,"Циммер,_Ханс",ln,Hans_Zimmer,MusicalArtist
-16.159567,-65.38071,Madrid,en,Мадрид,Settlement
-2.2003384,-65.54609,Стокгольм,ln,Stockholm,PopulatedPlace
0.547041,-60.959534,Iran,en,Иран,Country
2.512425,48.74374,"Резнор,_Трент",ln,Trent_Reznor,MusicalArtist
-3.9944715,62.42163,50_Cent,en,50_Cent,MusicalArtist
-12.996277,49.953625,"Морриконе,_Эннио",ln,Ennio_Morricone,MusicalArtist
-18.158897,-65.27838,Lisbon,en,Лиссабон,Place
-0.21543866,73.40541,Верхняя_Корсика,ln,Haute-Corse,AdministrativeRegion
-7.0319853,-67.80231,Israel,en,Израиль,Country
-13.736827,-62.40124,Андалусия,ln,Andalusia,AdministrativeRegion
-2.8217955,-64.73164,Copenhagen,en,Копенгаген,Settlement
-28.4239,51.362152,"Хьюстон,_Джон",ln,John_Huston,Artist
-6.087317,-62.808807,Switzerland,en,Швейцария,Country
-0.1802628,73.8904,Изер_(департамент),ln,Isère,AdministrativeRegion
1.4293797,74.3022,Pyrénées-Atlantiques,en,Атлантические_Пиренеи,Settlement
5.5636315,52.22606,Pink_Floyd,ln,Pink_Floyd,Band
-2.1378963,57.623585,Lady_Gaga,en,Леди_Гага,Person
6.925281,52.975056,Muse,ln,Muse_(band),Band
-2.113682,-60.407894,Belarus,en,Белоруссия,Country
1.7406758,61.069828,Coldplay,ln,Coldplay,Band
-16.700184,-66.92232,Venezuela,en,Венесуэла,Country
-30.974573,47.794025,"Франко,_Джеймс",ln,James_Franco,Artist
2.334806,48.13451,Trent_Reznor,en,"Резнор,_Трент",MusicalArtist
22.995451,-55.20702,Польский_язык,ln,Polish_language,Book
7.908848,54.362278,Slayer,en,Slayer,Band
-15.435755,-66.123856,Гондурас,ln,Honduras,Country
2.2882063,47.983265,Rob_Zombie,en,Роб_Зомби,MusicalArtist
-4.014272,59.04797,Бенни_Бланко,ln,Benny_Blanco,MusicalArtist
7.936209,52.96061,Nirvana_(band),en,Nirvana,Band
-8.620574,-66.70982,Алжир,ln,Algeria,Country
1.3876939,74.324196,Haute-Garonne,en,Верхняя_Гаронна,Settlement
10.287771,-6.387702,TriStar_Pictures,ln,TriStar_Pictures,Company
1.7377347,61.07316,Coldplay,en,Coldplay,Band
-6.393252,22.268261,AKB48,ln,AKB48,Band
-1.8118217,60.42536,Rihanna,en,Рианна,Person
-32.38955,50.882965,"Тарантино,_Квентин",ln,Quentin_Tarantino,Artist
7.607834,-2.61191,King_Records_(Japan),en,King_Records,RecordLabel
0.18113492,53.80373,Стинг,ln,Sting_(musician),MusicalArtist
1.3363036,74.24528,Haut-Rhin,en,Верхний_Рейн,Settlement
-62.813217,-31.50349,Роскошные_моли,ln,Cosmopterigidae,Species
-6.8687425,-63.053444,Croatia,en,Хорватия,Country
-2.1556094,-60.824112,Литва,ln,Lithuania,Country
-8.589136,-64.36075,Athens,en,Афины,AdministrativeRegion
-0.22272193,73.85752,Крёз_(департамент),ln,Creuse,AdministrativeRegion
-2.329027,-71.43237,Sydney,en,Сидней,City
0.48617932,-61.007286,Иран,ln,Iran,Country
-4.9132466,10.774308,Real_Madrid_C.F.,en,Реал_Мадрид_(футбольный_клуб),SoccerClub
-44.777687,41.545494,"Делон,_Ален",ln,Alain_Delon,Artist
-2.06405,-60.97624,Lithuania,en,Литва,Country
-0.41047037,73.3901,Верхние_Пиренеи,ln,Hautes-Pyrénées,AdministrativeRegion
-1.9205786,45.094856,Lenny_Kravitz,en,"Кравиц,_Ленни",MusicalArtist
7.047257,-3.6535738,RCA,ln,RCA,Company
-2.596182,59.656734,Janet_Jackson,en,"Джексон,_Джанет",Person
6.735901,51.319584,Nine_Inch_Nails,ln,Nine_Inch_Nails,Band
8.011978,53.12363,Garbage_(band),en,Garbage,Band
10.340246,-5.5837,Lionsgate,ln,Lionsgate,Company
-7.714268,-67.274376,Egypt,en,Египет,Country
7.674683,56.009315,Korn,ln,Korn,Band
2.4377975,49.878563,Brian_Eno,en,"Ино,_Брайан",MusicalArtist
-62.801308,-32.741524,Hyposmocoma,ln,Hyposmocoma,Species
-1.8520582,60.027115,Beyoncé,en,Бейонсе,Person
-14.882582,43.936176,"Чаплин,_Чарльз",ln,Charlie_Chaplin,Artist
1.3934813,74.218185,Aisne,en,Эна_(департамент),Settlement
-3.4134197,59.421337,"Уэст,_Канье",ln,Kanye_West,MusicalArtist
-0.010551458,-64.86347,Seoul,en,Сеул,City
-0.03458594,-64.880554,Сеул,ln,Seoul,PopulatedPlace
-2.0194724,-60.935474,Latvia,en,Латвия,Country
-9.235076,-66.041855,Марокко,ln,Morocco,Country
-3.0019732,59.426064,Katy_Perry,en,Кэти_Перри,Person
-16.634678,46.00377,"Круз,_Том",ln,Tom_Cruise,Artist
4.4469266,-49.588528,Harju_County,en,Харьюмаа,Settlement
3.0868802,52.113632,"Гор,_Мартин",ln,Martin_Gore,MusicalArtist
6.744099,52.968037,Guns_N'_Roses,en,Guns_N’_Roses,Band
-5.053853,-67.76259,Вьетнам,ln,Vietnam,Country
-0.20432872,53.94928,Cher,en,Шер,Person
-12.818139,-61.850945,Бретань,ln,Brittany_(administrative_region),AdministrativeRegion
8.54392,53.949055,Slipknot_(band),en,Slipknot,Band
-1.7788132,31.67771,Rammstein,ln,Rammstein,Band
-48.294605,-27.81774,Rockabilly,en,Рокабилли,MusicGenre
7.063196,-3.3743355,Mushroom_Records,ln,Mushroom_Records,Company
0.77892596,52.64604,John_Lennon,en,"Леннон,_Джон",Person
1.6799781,50.2092,Фредди_Меркьюри,ln,Freddie_Mercury,MusicalArtist
5.1672335,47.50998,In_This_Moment,en,In_This_Moment,Band
-17.500751,-62.930054,Сан-Паулу_(штат),ln,São_Paulo_(state),AdministrativeRegion
10.16108,-6.4670186,Fox_Searchlight_Pictures,en,Fox_Searchlight_Pictures,Company
-13.974807,51.842167,"Ньюман,_Томас",ln,Thomas_Newman,MusicalArtist
1.2943197,74.338455,Calvados_(department),en,Кальвадос_(департамент),Settlement
-16.509094,-64.51571,Монтевидео,ln,Montevideo,PopulatedPlace
-7.7943497,-64.033875,Sofia,en,София,City
0.7975127,51.659245,"Леннон,_Джон",ln,John_Lennon,MusicalArtist
-6.025531,59.048187,Shellback_(record_producer),en,Shellback,MusicalArtist
-9.719229,-65.8872,Камерун,ln,Cameroon,Country
-23.613451,56.58549,Robert_De_Niro,en,"Де_Ниро,_Роберт",Person
-0.3808364,74.1497,Дордонь,ln,Dordogne,AdministrativeRegion
-1.8403469,-70.22566,Republic_of_Ireland,en,Ирландия,Country
-2.656934,-61.067825,Варшава,ln,Warsaw,PopulatedPlace
-1.0105586,55.005455,Moby,en,Моби,MusicalArtist
-34.718708,42.558117,"Ван_Дамм,_Жан-Клод",ln,Jean-Claude_Van_Damme,Person
-2.240952,56.41598,Enrique_Iglesias,en,"Иглесиас,_Энрике",Person
0.65571976,51.092243,"Боуи,_Дэвид",ln,David_Bowie,MusicalArtist
-12.969342,49.87665,Ennio_Morricone,en,"Морриконе,_Эннио",MusicalArtist
10.767357,-6.4276924,Walt_Disney_Pictures,ln,Walt_Disney_Pictures,Company
8.727993,-16.69948,Russian_Civil_War,en,Гражданская_война_в_России,MilitaryConflict
2.2780812,53.469685,The_Doors,ln,The_Doors,Band
